id,body,actor,reply,time,module
197,Nooo I'm gonna miss the games :(,jlp777,35,-0:08,cyberbullying
198,so jealous!! ,cloe.htt,36,-0:12,cyberbullying
199,have fun girl take lots of pics 😍,bey-hive-4eva,36,-0:10,cyberbullying
200,Bring some cotton candy back 😛,sam-I-am,36,-0:03,cyberbullying
203,Great pic of the stadium!,m-beckett,38,-0:06,cyberbullying
204,Woooo!! Hoping they win 🤞🏼,alexa.garcia,38,-0:05,cyberbullying
440,awesome~~,im_musicool,50,-0:03:00,habits
441,let's go!,memeking,50,-0:04:00,habits
442,i love you friend 😄,peytonpope_xx,51,-0:10:00,habits
443,"haha, cheers!",ryguy76,52,-0:15:00,habits
444,Can i come,thomas_the_train,53,-0:13:00,habits
445,Me!!,Nick_Thomas,53,-0:15:00,habits
446,I want to go too,jasmine_1110,56,-0:13:00,habits
447,NYC!,numba_24,56,-0:15:00,habits
448,thank you 💗,sassystar75,57,-0:13:00,habits
449,thanks >,Nick_Thomas,57,-0:15:00,habits
450,"Rose, you are such a philosopher!",hannahleee_23,58,-0:13:00,habits
451,sweet,peytonpope_xx,59,-0:33:00,habits
452,Teach me please!,jasmine_1110,60,-0:35:00,habits
453,🎄,vkemp02,61,-0:13:00,habits
454,let it snow!!,mel_williams1314,61,-0:33:00,habits
455,is that your little cousin? so cute!,neenz03,62,-0:33:00,habits
456,where is this?,jake_is_awesome15,63,-0:17:00,habits
457,LOVE,frank-the-best,63,-0:33:00,habits
458,i loved that project!,aaahhh,64,-0:17:00,habits
459,My favorite class,hannahleee_23,64,-0:33:00,habits
460,YASSS ily,goaliegirl,65,-0:33:00,habits
461,love these colors ,princess_lindss,66,-0:17:00,habits
462,now i want to get my nails done,neenz03,66,-0:33:00,habits
463,is that in D.C.?,unicornsparkle,67,-0:17:00,habits
464,Where are you going?,asherballer,67,-0:33:00,habits
465,go off sis ,im_musicool,69,-0:43:00,habits
466,go team,alexa.garcia,70,-0:43:00,habits
467,yes,m-beckett,71,-0:33:00,habits
468,yaaaaaas!!,ethan-the-man,71,-0:43:00,habits
469,"stop, this is too cute",king_corey,72,-0:33:00,habits
470,omgogmogmg,sam-I-am,72,-0:43:00,habits
471,that hat is precious 😭,yrollam_htims,72,-0:53:00,habits
472,can i be you,ella_vaderrr,73,-0:59:00,habits
287,great quote,numba_24,101,-1:06:00,safe-posting
288,prettyyyy 😍😍😍,gracieeeeee82,102,-1:06:00,safe-posting
289,great photo,neenz03,102,-1:06:00,safe-posting
290,omg nyc is the best so jelly 😫,dyliegirllll,102,-1:06:00,safe-posting
291,i love it.,cool.kid5386,103,-1:06:00,safe-posting
292,😎😎😎,sammi_bautistaxx,103,-1:06:00,safe-posting
297,i def need some right now ☕️,gracieeeeee82,106,-1:06:00,safe-posting
298,so cute!,shellypuppy101,107,-0:40:00,safe-posting
299,so cool! me next!!,cupcake25,108,-0:40:00,safe-posting
300,omg will you do this on me???,unicornsparkle,108,-0:40:00,safe-posting
301,how was it??,noahandherarc,109,-0:40:00,safe-posting
302,looks yummy,zoe.g._,109,-0:40:00,safe-posting
303,I wanna know the recipe,peytonpope_xx,109,-0:40:00,safe-posting
304,SAME,andrewthomas_,110,-0:40:00,safe-posting
305,sounds like fun!!,bey-hive-4eva,110,-0:40:00,safe-posting
306,where is this?,slimebygabby,111,-0:40:00,safe-posting
307,update: i ate it in like three bites,memeking,112,-0:40:00,safe-posting
308,Looks delish!,itsmelucy,112,-0:25:00,safe-posting
309,dope pic bro ,cool.kid5386,113,-0:25:00,safe-posting
310,😎,emememily,113,-0:25:00,safe-posting
311,OMG so cute!!!,zachpeters06,114,-0:25:00,safe-posting
312,AWESOME ,sassystar75,114,-0:06:00,safe-posting
313,I like Minecraft too!!,sassystar75,115,-0:25:00,safe-posting
314,I can't wait for it to get warm again,sam-I-am,116,-0:06:00,safe-posting
315,🌞,yrollam_htims,116,-0:06:00,safe-posting
316,I'll meet you there!,emememily,118,-0:05:00,safe-posting
317,so excited to see it dude,numba_24,118,-0:04:00,safe-posting
318,KK i'll txt you,vkemp02,119,-0:02:00,safe-posting
319,finally about time you got a new phone,zoe.g._,119,-0:01:00,safe-posting
320,cool pic,k.r.h345,150,-0:02:00,presentation
321,jealous!!!!!,triple-threat,150,-0:03:00,presentation
322,take me with u next time !!!,shellypuppy101,150,-0:04:00,presentation
323,SO CUTE,sassystar75,151,-0:04:00,presentation
324,I love cats!!,QueenOfDarkness,151,-0:05:00,presentation
325,You look great,beachmoreworryless,152,-0:05:00,presentation
326,Nice pic!,sassystar75,152,-0:06:00,presentation
327,pretty,dyliegirllll,153,-0:06:00,presentation
328,aw cheer up elena :(,dannyboii,154,-0:06:00,presentation
329,cute😎,Suzieee,156,-0:33:00,presentation
330,haha nice i like it,neenz03,156,-0:36:00,presentation
331,Pancakes!!!<3,gracieeeeee82,157,-0:36:00,presentation
332,love the pic,bffz986,158,-0:33:00,presentation
333,perf❤,hannahleee_23,158,-0:36:00,presentation
334,yummmmmm,dannyboii,159,-0:36:00,presentation
335,Summer is the best season!,yrollam_htims,161,-0:33:00,presentation
336,Looks great,neenz03,161,-0:36:00,presentation
337,LOVE IT,neenz03,163,-1:06:00,presentation
338,Now I really want some ice cream haha,elena_and,164,-1:00:00,presentation
339,we all scream for ice cream,kitty.z,164,-1:06:00,presentation
340,SO CUTE,dannyboii,165,-1:00:00,presentation
341,What's his name? So cute!!,bffz986,165,-1:06:00,presentation
342,Looks so good!!,kilani244,167,-1:00:00,presentation
343,mmm delicious,noahandherarc,167,-1:06:00,presentation
344,gorgeous,bffz986,169,-1:06:00,presentation
387,OMG YES SUPER CUTE,princess_lindss,207,-0:01:00,targeted
388,aw! what's her name?!,yrollam_htims,207,-0:02:00,targeted
389,yo sameee,dannyboii,208,-0:04:00,targeted
390,<3 fam,candyqueen67,209,-0:05:00,targeted
391,No way! Me 2 dude,peytonpope_xx,210,-0:13:00,targeted
392,Good luck lol,sassystar75,210,-0:15:00,targeted
393,i love the weekend,neenz03,211,-0:13:00,targeted
394,Where did u get those shoes,minecraftboi23,211,-0:15:00,targeted
395,I want the books???,popdrinks,212,-0:13:00,targeted
396,"Go ahead, everything is possible!",Nick_Thomas,213,-0:15:00,targeted
397,NO WAY!! Mine is the cutest!,DylanCrazzzzzy,214,-0:13:00,targeted
398,aw!! what's his name?!,aaahhh,214,-0:15:00,targeted
399,Take some pics!,l.wakefield17,215,-0:23:00,targeted
400,I recommend Paris~,ellis_06,215,-0:34:00,targeted
401,Can I go with you?,bball_guy,215,-0:40:00,targeted
402,Fun! Fun! Fun!,dyliegirllll,216,-0:23:00,targeted
403,Let's play together,arihearts,216,-0:34:00,targeted
404,truth,QueenOfDarkness,216,-0:40:00,targeted
405,yes very cool.,Nick_Thomas,217,-0:34:00,targeted
406,can you play Mozart?,alexa.garcia,218,-0:40:00,targeted
407,so true!!!,zoe.g._,219,-0:40:00,targeted
410,Haha so cute,Nick_Thomas,222,-0:15:00,targeted
411,Snickers or skittles? Both!,candyqueen67,222,-0:18:00,targeted
412,I love Halloween,bball_guy,222,-0:20:00,targeted
413,I don't disagree,habbey113,223,-0:02:00,targeted
414,how kind!!,ellis_06,223,-0:04:00,targeted
415,take me with you!,morning-tea-and-books,224,-0:13:00,targeted
416,so do I!!,k.r.h345,225,-0:23:00,targeted
417,I miss you~,Gr8Scott77,225,-0:38:00,targeted
419,i'll be there! Go Liam!!,rosie_pris,227,-0:25:00,targeted
420,@cool.kid5386 have you seen these?! ,dyliegirllll,228,-0:01:00,targeted
421,threestripes is my favorite,im_musicool,228,-0:03:00,targeted
422,Do you sell women's shoes too?,sassystar75,228,-0:05:00,targeted
423,5k this weekend 💪,jake_is_awesome15,229,-0:21:00,targeted
424,Training for my first half marathon in a month! ,zoe.g._,229,-0:29:00,targeted
425,let's do this! @ellis_06,andrewthomas_,230,-0:35:00,targeted
426,"I've tried this burger before, yummmm",slimebygabby,231,-0:03:00,targeted
427,craving this right now,noahandherarc,231,-0:05:00,targeted
428,more like 110/10 ,ryguy76,231,-0:06:00,targeted
429,I have this cereal every morning 😁,sassystar75,232,-0:15:00,targeted
430,strawberry crunch?! is that a new flavor?,Nick_Thomas,232,-0:27:00,targeted
431,omgggg so excited,hannahleee_23,233,-0:39:00,targeted
432,definitely red!! 🌹,alexa.garcia,234,-0:02:00,targeted
433,🔵🔷🐳📘🚙💙,shellypuppy101,234,-0:03:00,targeted
434,go big blueee,zachpeters06,234,-0:06:00,targeted
435,this is insane!!,joshradinnn,235,-0:15:00,targeted
436,favorite game evarrrr,candyqueen67,236,-0:18:00,targeted
437,"get on my level, level 37 @jake_is_awesome ",numba_24,236,-0:24:00,targeted
220,so fun!,kitty.z,263,-1:20:00,digital-literacy
221,I wanna go next time 😍,aaahhh,263,-1:15:00,digital-literacy
222,my fave place to ride ROLLERCOASTERS 🤩,frank-the-best,263,-1:10:00,digital-literacy
223,cutie pie,ella_vaderrr,265,-1:20:00,digital-literacy
224,FAVE,emememily,265,-1:15:00,digital-literacy
225,🐶❤,arihearts,265,-1:10:00,digital-literacy
226,omg which shows??,itsmelucy,266,-1:20:00,digital-literacy
227,how do u find the time,yrollam_htims,266,-1:15:00,digital-literacy
228,lol,asherballer,267,-1:10:00,digital-literacy
229,ugh siblings...,princess_lindss,268,-1:20:00,digital-literacy
230,Yesss girl!,elena_and,269,-1:15:00,digital-literacy
231,😎✨,morning-tea-and-books,269,-1:10:00,digital-literacy
232,SAME,arihearts,270,-1:20:00,digital-literacy
233,🚗🚗🚗,asherballer,270,-1:15:00,digital-literacy
234,wanna bike over to the mall later?,ella_vaderrr,270,-1:10:00,digital-literacy
235,will watch rn!,yrollam_htims,271,-1:20:00,digital-literacy
236,loved it 😍😍,bey-hive-4eva,271,-1:15:00,digital-literacy
237,ur so cool,emememily,271,-1:10:00,digital-literacy
238,great tips!,Suzieee,271,-1:20:00,digital-literacy
239,fave beauty vlogger ✨✨✨,unicornsparkle,271,-1:15:00,digital-literacy
240,YAS gurl get it!,Suzieee,274,-0:50:00,digital-literacy
241,I know ur gonna kill it,arihearts,274,-0:45:00,digital-literacy
242,seems so relaxing 💜🌊,m-beckett,274,-0:35:00,digital-literacy
243,take me with you!!,m-beckett,274,-0:30:00,digital-literacy
244,yo that was such a great day,king_corey,275,-0:50:00,digital-literacy
245,#missinit,ethan-the-man,275,-0:45:00,digital-literacy
246,woah nostalga post!,k.r.h345,275,-0:35:00,digital-literacy
247,omg yes i want to go! where is it?,QueenOfDarkness,276,-0:35:00,digital-literacy
248,UGH i can't i have a test on Friday... next time,bffz986,276,-0:30:00,digital-literacy
252,🏈🏈🏈,cool.kid5386,279,-0:30:00,digital-literacy
253,omg in love with this pic,kilani244,281,-0:30:00,digital-literacy
254,SO CUTE AHH,kitty.z,281,-0:20:00,digital-literacy
255,could a picture be any cuter??,jlp777,281,-0:15:00,digital-literacy
256,ugh i feel this so much too,ellis_06,282,-0:30:00,digital-literacy
257,need some sun like right about now 😎,neenz03,282,-0:20:00,digital-literacy
258,#summertimesadness,cool.kid5386,282,-0:15:00,digital-literacy
260,OMG name him barry!!,gracieeeeee82,284,-0:20:00,digital-literacy
261,THE CUTEST 😮,zachpeters06,284,-0:15:00,digital-literacy
263,take me with you next time plz 😇,jeremymurr,286,-0:15:00,digital-literacy
264,so jelly ,sammi_bautistaxx,286,-0:13:00,digital-literacy
265,have fun!! miss you already 😘,shellypuppy101,286,-0:12:00,digital-literacy
266,nature rocks 🌿,itsmelucy,288,-0:10:00,digital-literacy
269,love this pic 😍,beachmoreworryless,290,-0:01:00,digital-literacy
270,I love that color 💚,gracieeeeee82,291,-0:04:00,digital-literacy
271,I can see my bro driving that car,memeking,291,-0:03:00,digital-literacy
272,No way!!,Nick_Thomas,292,-0:15:00,digital-literacy
273,Why am I just hearing about this???,asherballer,292,-0:13:00,digital-literacy
274,Wish I had a car now...,hannahleee_23,292,-0:10:00,digital-literacy
275,OMG... I need to stop with the donuts,kilani244,293,-0:23:00,digital-literacy
276,RIP donuts ❌,ethan-the-man,293,-0:20:00,digital-literacy
277,this is so scary omg no way 😱,habbey113,293,-0:15:00,digital-literacy
278,omg everyone needs to cut down on sugar NOW,gracieeeeee82,294,-0:23:00,digital-literacy
279,no more candy???,zoe.g._,294,-0:20:00,digital-literacy
280,I can't believe sugar is this bad for you!,jeremymurr,294,-0:15:00,digital-literacy
281,too funny,elena_and,295,-0:23:00,digital-literacy
282,lol that's awesome,DylanCrazzzzzy,295,-0:20:00,digital-literacy
283,WOAH,asherballer,295,-0:15:00,digital-literacy
284,that's really good news,arihearts,296,-0:23:00,digital-literacy
285,LOVE this,im_musicool,296,-0:20:00,digital-literacy
286,amazing lol,bffz986,296,-0:15:00,digital-literacy
217,I want to go too,slimebygabby,449,-0:55,cyberbullying
213,Meeeeee too!!,bey-hive-4eva,451,-1:29,cyberbullying
215,happy birthday,jasmine_1110,455,-1:10,cyberbullying
211,nice pic,itsmelucy,459,-1:33,cyberbullying
212,Besties 4eva!!,sassystar75,459,-1:22,cyberbullying
210,Where did you go to camp?,vkemp02,460,-1:27,cyberbullying
345,omg so cute,sammi_bautistaxx,461,-0:01:00,digfoot
346,HBD ROB!~,kilani244,462,-0:03:00,digfoot
347,Happy birthday~,ella_vaderrr,462,-0:03:00,digfoot
348,finally,sam-I-am,463,-0:03:00,digfoot
349,yum,jake_is_awesome15,464,-0:03:00,digfoot
350,that looks sooo good haha,slimebygabby,464,-0:03:00,digfoot
351,Feed me some too T^T,sammi_bautistaxx,464,-0:03:00,digfoot
352,Love this,gracieeeeee82,465,-0:03:00,digfoot
353,So pretty <3 <3,cloe.htt,467,-0:03:00,digfoot
354,your photo games strong,Gr8Scott77,469,-0:03:00,digfoot 
355,That's so you,king_corey,471,-0:32:00,digfoot
356,i love boba,im_musicool,471,-0:32:00,digfoot
357,sign me up,dannyboii,471,-0:32:00,digfoot
358,they are so cute ❤,rosie_pris,472,-0:32:00,digfoot
359,cool cool,dannyboii,473,-0:32:00,digfoot 
360,🙌,cool.kid5386,473,-0:32:00,digfoot 
361,where is this? ,jlp777,475,-0:32:00,digfoot 
362,a plce called sweet melissa's!!,ellis_06,475,-0:24:00,digfoot 
363,Ugh I want some!! ,vkemp02,476,-0:32:00,digfoot
364,OMG can you make these again for my brithday next week!!?? ,andrewthomas_,476,-0:32:00,digfoot
365,ooo same. I'm ready to go down some black diamond slopes! ,sassystar75,477,-0:32:00,digfoot
366,Nice pic!! ,peytonpope_xx,478,-0:32:00,digfoot
367,Let's play together sometime!! ,asherballer,480,-0:32:00,digfoot
368,Did you get a strike?? ,candyqueen67,480,-0:32:00,digfoot
369,love this so much ,rider_hannah_07,481,-1:15:00,digfoot
370,Our feet game is strong,slimebygabby,481,-1:15:00,digfoot
371,#feetfriends,kitty.z,481,-1:15:00,digfoot
372,Have funnn,dannyboii,482,-1:15:00,digfoot
373,I'll miss you!! <3 ,ella_vaderrr,482,-1:15:00,digfoot
374,loll my guess is 2 weeks ,bey-hive-4eva,483,-1:15:00,digfoot
375,Ooo i've been to that place! 10/10 would reccommend ,m-beckett,484,-1:15:00,digfoot
376,Where is this?? I need that in my life. ,ethan-the-man,484,-1:15:00,digfoot 
377,sounds like fun!,gracieeeeee82,486,-1:15:00,digfoot 
378,Oh I'm also trying to learn! It's such a struggle tho,aaahhh,486,-1:15:00,digfoot 
379,I'm down! I'll text ya. ,neenz03,487,-1:15:00,digfoot
380,Oh and my number is 607-252-6771 if you can't find it! ,ella_vaderrr,488,-0:10:00,digfoot
381,I'll be there! ,l.wakefield17,488,-0:10:00,digfoot 
382,hahah I see the resemblence ,sammi_bautistaxx,489,-0:10:00,digfoot
383,Mrs. Lee is the worst,noahandherarc,489,-0:10:00,digfoot
384,wow this is so savage,jasmine_1110,489,-0:10:00,digfoot 
385,hahah Danny is the definition of a meme. ,DylanCrazzzzzy,490,-0:10:00,digfoot
386,lol this pic is perf. MAJOR facepalm ,jake_is_awesome15,490,-0:10:00,digfoot
479,Wow so pretty!,candyqueen67,509,-0:02:00,phishing
480,ADORABLE ✨😍,gracieeeeee82,510,-0:03:00,phishing
481,#gaming #deals #nintendo #switch,itsmelucy,511,-0:04:00,phishing
482,huh???,sassystar75,511,-0:04:00,phishing
483,GO TEAM!,hannahleee_23,512,-0:05:00,phishing
484,yesssss ⚽🥅,Nick_Thomas,512,-0:05:00,phishing
485,Same!,joshradinnn,515,-0:06:00,phishing
486,cool,jake_is_awesome15,518,-0:06:00,phishing
487,go girl go!,ethan-the-man,519,-0:06:00,phishing
488,when is it?,noahandherarc,519,-0:33:00,phishing
489,Nice photo 📸,jake_is_awesome15,520,-0:36:00,phishing
490,some day i will go there...,cool.kid5386,521,-0:36:00,phishing
491,Hope you have fun!,sammi_bautistaxx,521,-0:43:00,phishing
492,cool pic,gracieeeeee82,522,-0:36:00,phishing
493,haha cute,m-beckett,524,-0:36:00,phishing
494,Sounds like you had a fun time with them!!,frank-the-best,525,-0:33:00,phishing
495,What are you guys working on,rosie_pris,528,-0:36:00,phishing
496,hehe it's us,morning-tea-and-books,528,-1:06:00,phishing
497,FUN 🥰,Claire.cuddlybear,530,-1:00:00,phishing
498,aahh the water looks so pretty,dannyboii,530,-1:06:00,phishing
499,the sky though omg 😍,ellis_06,533,-1:00:00,phishing
500,HBD 🎂,andrewthomas_,550,-0:01:00,esteem
501,"You have the cuttest dog, hbd!!",ryguy76,550,-0:02:00,esteem
502,go team!!!,habbey113,551,-0:04:00,esteem
506,Can't wait for fall,kilani244,552,-0:02:00,esteem
507,yum yum,emememily,552,-0:04:00,esteem
508,let's go!!!,ellis_06,553,-0:13:00,esteem
509,play ball,memeking,553,-0:15:00,esteem
510,Looks so good,peytonpope_xx,554,-0:13:00,esteem
511,No way! My parents took me there other week.,king_corey,554,-0:15:00,esteem
513,Books are my best friend,rider_hannah_07,555,-0:15:00,esteem
514,deep,sammi_bautistaxx,555,-0:13:00,esteem
533,whoa!,zachpeters06,557,-0:01:00,esteem
534,Nicely done!!,asherballer,557,-0:02:00,esteem
541,oooh what games did you get??,triple-threat,560,-0:04:00,esteem
544,yes so much fun!!,dyliegirllll,561,-0:15:00,esteem
545,Is that you in the pic?? cool,bffz986,561,-0:18:00,esteem
563,You're really good,kilani244,563,-0:01:00,esteem
564,Let's do a painting TOGETHER!,jasmine_1110,563,-0:02:00,esteem
569,Oh no ?!!,vkemp02,564,-0:04:00,esteem
570,What happend?? Are you ok?,mel_williams1314,564,-0:05:00,esteem
571,Same :(,neenz03,565,-0:13:00,esteem
572,Let's study together,jake_is_awesome15,565,-0:15:00,esteem
579,yes yes! support our group,slimebygabby,567,-0:21:00,esteem
580,how much are they??,noahandherarc,567,-0:13:00,esteem
515,yess soccer is life,king_corey,568,-0:03:00,esteem
516,fun!!,zachpeters06,568,-0:05:00,esteem
525,you look like a pro!,ella_vaderrr,572,-0:13:00,esteem
526,That bike looks awesome!,frank-the-best,572,-0:15:00,esteem
529,The best game! 🏈,memeking,573,-0:13:00,esteem
530,so excited for the game on Friday!!,Nick_Thomas,573,-0:15:00,esteem
503,Where is this?,peytonpope_xx,574,-0:01:00,esteem
504,Go team go!!,arihearts,574,-0:02:00,esteem
505,sounds like fun,emememily,574,-0:04:00,esteem
512,wow awesome!!,kilani244,575,-0:15:00,esteem
519,congrats!!,hannahleee_23,576,-0:23:00,esteem
520,great job,jake_is_awesome15,576,-0:25:00,esteem
556,what are you playing?,morning-tea-and-books,581,-0:13:00,esteem
557,yay for family time! ,m-beckett,581,-0:15:00,esteem
535,lol,Claire.cuddlybear,583,-0:01:00,esteem
536,really?,dyliegirllll,583,-0:02:00,esteem
542,wow that's awesome!!,thomas_the_train,584,-0:15:00,esteem
543,What about the new RPG?,noahandherarc,584,-0:13:00,esteem
550,funsies,sammi_bautistaxx,585,-0:15:00,esteem
581,"honestly, same",mel_williams1314,586,-0:13:00,esteem
582,literally all I do haha,cupcake25,586,-0:15:00,esteem
567,haha me too,princess_lindss,588,-0:01:00,esteem
568,that does look like a fun time!,memeking,588,-0:02:00,esteem
573,ooh nice!,king_corey,589,-0:04:00,esteem
574,I want to learn too!,bey-hive-4eva,589,-0:05:00,esteem
625,me too! ,DylanCrazzzzzy,591,-0:13:00,esteem
626,Ooh what are you listening to?,kitty.z,591,-0:15:00,esteem
565,looks like fun,peytonpope_xx,592,-0:01:00,esteem
566,what concert was it?,itsmelucy,592,-0:02:00,esteem
577,"so cool, I wish I had one too lol",yrollam_htims,593,-0:13:00,esteem
578,So fancy!,goaliegirl,593,-0:15:00,esteem
622,haha really?,zoe.g._,594,-0:23:00,esteem
558,can i come too,DylanCrazzzzzy,596,-0:04:00,esteem
559,what game is this,candyqueen67,596,-0:05:00,esteem
585,wow where is that?!,Suzieee,600,-0:01:00,advancedlit
586,it's so pretty!!,cloe.htt,600,-0:02:00,advancedlit
587,great news,sammi_bautistaxx,601,-0:02:00,advancedlit
588,👍👍,alexa.garcia,601,-0:04:00,advancedlit
589,so jealous!!,vkemp02,602,-0:02:00,advancedlit
590,Did you get to ride in one?! ,numba_24,602,-0:04:00,advancedlit
591,Haha nice!,memeking,603,-0:02:00,advancedlit
592,So excited for summer!!,triple-threat,603,-0:04:00,advancedlit
593,ummm yes lol,k.r.h345,604,-0:02:00,advancedlit
594,Same. I love pizza! 🍕,itsmelucy,604,-0:04:00,advancedlit
595,Only the best team ❤️,emememily,605,-0:13:00,advancedlit
596,Good game!!,l.wakefield17,605,-0:15:00,advancedlit
597,Ooh where are you going??,m-beckett,606,-0:13:00,advancedlit
598,Window seats are the best ,andrewthomas_,606,-0:15:00,advancedlit
599,what are you reading??,jlp777,607,-0:23:00,advancedlit
600,Me too!! ,princess_lindss,608,-0:13:00,advancedlit
601,I think the campfire is the best part lol,DylanCrazzzzzy,608,-0:15:00,advancedlit
602,I'm pretty sure waffle fries are better lol,emmaaaaa,609,-0:15:00,advancedlit
603,I love all french fries haha,itsmelucy,609,-0:21:00,advancedlit
604,Whoa!!,jeremymurr,610,-0:15:00,advancedlit
605,That's so cool!,memeking,610,-0:21:00,advancedlit
606,it was such a good game!!,Nick_Thomas,611,-0:27:00,advancedlit
607,I wanna go to the beach!,candyqueen67,612,-0:15:00,advancedlit
608,So peaceful,beachmoreworryless,612,-0:21:00,advancedlit
609,haha yep,Gr8Scott77,613,-0:15:00,advancedlit
610,I'm too scared of heights!,cupcake25,614,-0:21:00,advancedlit
611,I've always wanted to ride one of those!,m-beckett,614,-0:57:00,advancedlit
612,catch anything good?,joshradinnn,615,-0:23:00,advancedlit
613,I love fishing!,frank-the-best,615,-0:34:00,advancedlit
614,💯,kilani244,616,-0:15:00,advancedlit
615,seriously it really is,mine-craft313,616,-0:21:00,advancedlit
616,Awesome news!!,emememily,617,-0:02:00,advancedlit
617,Wow really?,jlp777,617,-0:04:00,advancedlit
618,Thanks for posting this!,yrollam_htims,618,-0:02:00,advancedlit
619,hmm.,jeremymurr,618,-0:04:00,advancedlit
620,🤞🤞,rider_hannah_07,619,-0:02:00,advancedlit
621,Good luck🍀,king_corey,619,-0:04:00,advancedlit
627,Yes! Especially if it wasn't too $$$,numba_24,620,-0:02:00,advancedlit
628,not as cute as cats imo,emmaaaaa,620,-0:04:00,advancedlit
